City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
476,Rincon,US,97.86,few clouds,32.296,-81.2354,Days Inn Rincon
477,San Ramon,US,84.65,clear sky,37.7799,-121.978,San Ramon Marriott
478,Sorland,NO,53.46,clear sky,67.667,12.6934,Sjybrygga fiskecamp
479,Mazatlan,MX,83.01,scattered clouds,23.2167,-106.4167,Hotel La Siesta
480,Verkhnevilyuysk,RU,50.52,few clouds,63.4453,120.3167,Gostinitsa Mila
481,Sakaiminato,JP,62.58,few clouds,35.55,133.2333,Italian pasley
482,Puerto Baquerizo Moreno,EC,76.19,broken clouds,-0.9,-89.6,Hotel los Algarrobos
483,Altus,US,71.98,overcast clouds,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
484,Paamiut,GL,37.67,clear sky,61.994,-49.6678,Pistut
485,Ibimirim,BR,81.37,overcast clouds,-8.5406,-37.6903,Hotel Paulistão
486,Bodden Town,KY,84.97,scattered clouds,19.2833,-81.25,Will T Place
487,Cantaura,VE,92.3,overcast clouds,9.3057,-64.3584,Hotel Lorenzana
488,Kjollefjord,NO,55.45,few clouds,70.9457,27.3465,Hotel Nordkyn
489,Brody,UA,55.99,overcast clouds,50.0879,25.1503,Europe
490,Mujiayingzi,CN,73.78,overcast clouds,42.1167,118.7833,Jinjiang Hotel
491,Hastings,GB,62.78,clear sky,50.8552,0.5729,Zanzibar Hotel
492,Jiuquan,CN,67.71,overcast clouds,39.7432,98.5174,Jiuquan Hotel
494,Nouadhibou,MR,71.58,sand,20.931,-17.0347,El Medina
495,Murakami,JP,55.27,scattered clouds,38.2333,139.4833,Senami Grand Hotel Haginoya
496,Neiafu,TO,79.48,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
497,Ferrol,ES,66.72,light rain,43.4832,-8.2369,Hotel Spa Sercotel Odeón
498,Luanda,AO,72.57,clear sky,-8.8368,13.2343,EPIC SANA Luanda
499,Margate,GB,59.11,few clouds,51.3813,1.3862,Premier Inn Margate hotel
500,Westport,US,79.29,light rain,41.1415,-73.3579,The Westport Inn
501,Shingu,JP,63.12,clear sky,33.7333,135.9833,Shingu UI Hotel
502,Syracuse,IT,76.37,clear sky,37.0881,15.2792,Hotel Posta
504,Contamana,PE,89.15,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
505,Varhaug,NO,51.35,overcast clouds,58.6147,5.6457,Jonas Bue
506,Khani,GE,62.17,broken clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
507,Kenitra,MA,70.56,clear sky,34.261,-6.5802,Bienvenue chez vous
509,Sakakah,SA,90.97,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
510,Yulara,AU,51.84,few clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
511,Port Moresby,PG,72.82,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
513,Qujing,CN,61.36,few clouds,25.4833,103.7833,Yulong Hotel
514,Muzhi,RU,35.78,clear sky,65.3667,64.6667,Gostinitsa
515,La Ronge,CA,59.22,few clouds,55.1001,-105.2842,Northland Motor Hotel
516,Gizo,SB,81.14,light rain,-8.103,156.8419,Imagination Island
517,Poli,TZ,59.27,overcast clouds,-3.3333,36.8,Urafiki House
518,Te Anau,NZ,40.06,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
519,Formosa,AR,62.58,clear sky,-26.1775,-58.1781,Asterión Hotel
520,Phan Thiet,VN,77.5,overcast clouds,10.9333,108.1,Hotel Saigon-PT
521,Ortona,IT,79.18,clear sky,42.3496,14.4039,La Casa del Palombaro
522,General Roca,AR,49.71,broken clouds,-39.0333,-67.5833,Hotel El Recreo
523,Buraydah,SA,95.45,clear sky,26.326,43.975,Mövenpick Qassim
524,Gorontalo,ID,74.46,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
525,Lorengau,PG,81.63,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
526,Cuauhtemoc,MX,86.04,clear sky,28.4167,-106.8667,Motel Tarahumara Inn
527,Brae,GB,49.64,broken clouds,60.3964,-1.353,Busta House Hotel
528,Selikhino,RU,44.11,overcast clouds,50.3672,137.4996,Tosklivyy Dom
529,Rio Gallegos,AR,35.65,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
530,Monywa,MM,85.03,overcast clouds,22.1167,95.1333,Monywa Hotel
531,Cahors,FR,65.8,few clouds,44.4167,1.3333,Les Gîtes du Colombier
532,Hay River,CA,69.78,scattered clouds,60.8156,-115.7999,Ptarmigan Inn
533,Atambua,ID,73.27,broken clouds,-9.1061,124.8925,Kost Alfa Flat
534,Makurdi,NG,83.01,light rain,7.7411,8.5121,Doo Palace Hotel
535,Kapoeta,SS,79.84,overcast clouds,4.7717,33.5903,Eastgate Hotel
536,Paragominas,BR,79.09,overcast clouds,-2.9667,-47.4833,INOVA
537,Mosquera,CO,66.29,broken clouds,4.7059,-74.2302,Hotel SJ
538,Savannah Bight,HN,82.44,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
539,Phaltan,IN,79.43,overcast clouds,17.9833,74.4333,Hotel New Vijay
541,Ucluelet,CA,58.08,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
543,Darab,IR,81.3,clear sky,28.7519,54.5444,Naghshe shapoor Hotel
544,Clinton,US,76.28,clear sky,42.587,-82.9199,River's Edge
545,Anadyr,RU,50.5,fog,64.75,177.4833,Отке17.ру — жильё для командированных
546,Meulaboh,ID,75.7,overcast clouds,4.1363,96.1285,Kost Pria
547,Myre,NO,60.03,clear sky,69.1036,15.9492,Alveland AS
548,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
549,Kholmogory,RU,64.63,overcast clouds,64.2229,41.656,Гостевая комната
550,Sao Joao Da Barra,BR,89.69,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
551,Santa Ana,US,89.85,scattered clouds,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
552,Caravelas,BR,79.09,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
553,Kirov,RU,63.37,overcast clouds,58.5966,49.6601,Tsentral'naya
554,Porto Novo,BJ,84.02,clear sky,6.4965,2.6036,Tour Eiffel Hotel Benin
555,Laurel,US,91.53,broken clouds,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
556,Narsaq,GL,48.22,clear sky,60.9167,-46.05,Sleep In Narsaq
557,Novo Aripuana,BR,81.97,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
558,Puyang,CN,70.3,scattered clouds,29.4603,119.8861,Xianhua Sandalwood Celebrity Hotel
559,Henties Bay,,65.14,clear sky,-22.116,14.2845,Fishermans Guest House
560,Gravdal,NO,55.06,clear sky,68.1214,13.5031,Skreda Rorbusuiter
561,Aguimes,ES,72.23,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
563,Aswan,EG,89.56,overcast clouds,24.0934,32.907,Nuba Nile
564,Sandwick,GB,51.62,few clouds,60.0,-1.25,Beach House Self-Catering Accomodation
565,Benguela,AO,72.27,broken clouds,-12.5763,13.4055,Hotel Praia Morena
566,Tucuman,AR,60.58,clear sky,-26.8241,-65.2226,Dallas Hotel Tucuman
567,Pitimbu,BR,75.79,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
568,Alfredo Chaves,BR,82.89,few clouds,-20.635,-40.7497,Recanto do Sonhos
569,Nelson,NZ,46.29,few clouds,-41.2833,173.2833,Trailways Hotel
570,Den Helder,NL,59.97,overcast clouds,52.9599,4.7593,Hotel Den Helder
571,Lichinga,MZ,55.49,clear sky,-13.3128,35.2406,Residencial Bendiak
572,Mogocha,RU,45.07,overcast clouds,53.7333,119.7667,Yalta Inn
573,Birjand,IR,72.07,clear sky,32.8663,59.2211,Birjand Tourist Hotel
574,Korla,CN,73.45,clear sky,41.7597,86.1469,Gulisitan Hotel
575,Dodola,ET,53.02,broken clouds,6.9833,39.1833,Derib kidanemariam
576,Brekstad,NO,52.99,broken clouds,63.687,9.6654,Orland Kysthotell
577,Esfahan,IR,73.04,few clouds,32.6572,51.6776,Abbasi Hotel
578,Saurimo,AO,64.29,few clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
579,Alpena,US,68.11,clear sky,45.0617,-83.4327,Days Inn by Wyndham Alpena
581,Ahvaz,IR,96.75,clear sky,31.3203,48.6693,tashrifat tourism travel agency
582,Bintulu,MY,75.61,few clouds,3.1667,113.0333,900 Boutique INN
583,Khandyga,RU,50.88,broken clouds,62.6667,135.6,Apel'sin
585,Ballina,AU,47.01,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
586,San Andres,CO,82.42,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
587,Okato,NZ,53.19,broken clouds,-39.2,173.8833,Stony River House
588,Hostotipaquillo,MX,88.05,clear sky,21.0667,-104.0667,Departamento Luna
589,Lazaro Cardenas,MX,84.67,clear sky,17.9583,-102.2,HOTEL QUINTA ANTIGUA
590,Kitui,KE,64.94,overcast clouds,-1.367,38.0106,Heritage Bliss Hotel
591,Shenjiamen,CN,67.51,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
592,Kimbe,PG,74.53,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
593,Cascais,PT,69.17,broken clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
594,Fayaoue,NC,75.58,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
595,Clovis,US,89.83,overcast clouds,36.8252,-119.7029,Fairfield Inn & Suites by Marriott Fresno Clovis
596,Pingzhuang,CN,69.98,overcast clouds,42.0372,119.2889,Haoke Guest House
597,Jenbach,AT,56.86,broken clouds,47.4013,11.7406,Hotel Schwarzbrunn
598,Bahia Blanca,AR,50.86,clear sky,-38.7196,-62.2724,Hotel Argos
599,Charlottesville,US,94.12,overcast clouds,38.0293,-78.4767,Hilton Garden Inn Charlottesville
600,Chenzhou,CN,76.1,overcast clouds,25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
602,Tongchuan,CN,71.58,clear sky,35.0806,109.0897,Tongchuan Hotel
603,Norsup,VU,78.13,scattered clouds,-16.0667,167.3833,Nabelchel Bungalows
604,Wanlaweyn,SO,76.06,broken clouds,2.6185,44.8938,GAASHAAN HOME
605,Somerset West,ZA,59.88,clear sky,-34.084,18.8211,Lourens River Guesthouse
606,Maymyo,MM,66.72,overcast clouds,22.0333,96.4667,Tiger Hotel
607,Camalu,MX,69.89,clear sky,30.85,-116.0667,La Cueva del Pirata
608,Tecoanapa,MX,84.24,broken clouds,16.5167,-98.75,Hotel Manglares
610,Banda Aceh,ID,76.93,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
611,Alamosa,US,71.87,clear sky,37.4695,-105.87,Best Western Alamosa Inn
612,Dongkan,CN,70.93,broken clouds,33.9997,119.8308,Triumphal Resort
613,Leh,IN,48.81,few clouds,34.1667,77.5833,Hotel Ladakh Greens
614,Huaihua,CN,74.41,light rain,27.5494,109.9592,怀化天庆大酒店
615,Boguchany,RU,42.62,light rain,58.3814,97.4531,Uyut
616,Palmerston,AU,76.98,few clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
617,Kataysk,RU,58.68,broken clouds,56.289,62.5841,Prival
618,Svilengrad,BG,70.86,clear sky,41.7667,26.2,Park Hotel Romantica
619,Tucumcari,US,66.94,broken clouds,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
620,Revelstoke,CA,57.22,overcast clouds,50.9832,-118.2023,Best Western Plus Revelstoke
621,Gonzalez,US,91.65,scattered clouds,30.5816,-87.2914,Rosan Plaza Hotel
622,Shu,KZ,64.04,overcast clouds,43.5983,73.7614,Shyngyzkhan
623,Vanersborg,SE,57.15,broken clouds,58.3807,12.3234,Best Western Arena Hotell
624,Sao Miguel Do Araguaia,BR,93.13,broken clouds,-13.275,-50.1628,Hotel Executivo Palace
625,Amritsar,IN,93.02,haze,31.6331,74.8656,OYO 27893 Sita Niwas Parking
628,Saldanha,ZA,58.19,clear sky,-33.0117,17.9442,Blue Bay Lodge
629,Ovalle,CL,62.6,overcast clouds,-30.5983,-71.2003,Hotel Altos de Tuqui
630,Meiganga,CM,66.51,light rain,6.5167,14.3,DFR HOUSE
632,Oussouye,SN,81.66,broken clouds,12.485,-16.5469,Auberge du Routard
633,Huarmey,PE,69.6,broken clouds,-10.0681,-78.1522,Hotel Miramar
634,Orchard Homes,US,73.6,broken clouds,46.8633,-114.0484,Broadway Inn Missoula
635,Urengoy,RU,32.43,overcast clouds,65.9667,78.3667,Gostinnitsa Medveditsa
636,Auki,SB,77.67,scattered clouds,-8.7676,160.7034,Auki Motel
637,Bahir Dar,ET,71.46,light rain,11.5936,37.3908,"Delano Hotel, Bahir Dar"
638,Kropotkin,RU,71.28,clear sky,45.4375,40.5756,Hotel Europe Kropotkin
639,Yanam,IN,83.21,clear sky,16.7333,82.2167,The Regency Hotel
640,Lata,PT,62.65,light rain,40.1629,-8.3327,Casa Maquia
641,Remetea,RO,58.53,overcast clouds,46.7833,25.45,Helló Vendégház
642,Houma,US,90.01,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
643,San Cristobal,VE,87.26,broken clouds,7.7669,-72.225,Pirineos
644,Peniche,PT,68.56,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
645,Sumbe,AO,72.32,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
646,Baindur,IN,81.55,broken clouds,13.8667,74.6333,Sai Vishram Beach Resort (Pure Veg and No Alcohol)
647,Eyemouth,GB,54.12,overcast clouds,55.8713,-2.0901,Redhall Cottage
648,Grand Baie,MU,73.87,clear sky,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
649,Upata,VE,83.19,overcast clouds,8.0086,-62.3989,Posada Villa Nela
650,Gobabis,,51.55,clear sky,-22.45,18.9667,Goba Lodge
651,Yoichi,JP,51.78,scattered clouds,43.2039,140.7703,Marumatta Farm 21
652,Belyy Yar,RU,47.86,clear sky,53.6039,91.3903,Pasportnyy Stol
653,Tual,ID,83.71,few clouds,-5.6667,132.75,Grand Vilia Hotel
654,Inta,RU,37.35,clear sky,66.0317,60.1659,Apartments in Inta city
655,Alora,ES,80.49,broken clouds,36.8236,-4.7058,Apartments Vientos de Santa María
656,Zaysan,KZ,48.42,clear sky,47.4667,84.8667,Ерлан үй
657,Parlakimidi,IN,82.89,scattered clouds,18.7667,84.0833,APEPDCL
659,Eyl,SO,79.21,overcast clouds,7.9803,49.8164,Amiin Hotel
660,Ushtobe,KZ,61.45,overcast clouds,45.2514,77.9838,Filipin Squad
661,Aktash,RU,26.92,few clouds,50.3,87.7333,Yolki Zelonyye
662,Yar-Sale,RU,30.72,overcast clouds,66.8333,70.8333,Yalemd
663,Casablanca,MA,73.62,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
664,Dezhou,CN,76.46,overcast clouds,37.4486,116.2925,Zhongtai International Hotel
665,Lebanon,US,86.16,broken clouds,36.2081,-86.2911,Hampton Inn & Suites Lebanon
666,Shemonaikha,KZ,52.79,overcast clouds,50.6328,81.9056,Perekrestok
667,Balikpapan,ID,76.39,overcast clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
668,Batemans Bay,AU,46.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
669,Mount Gambier,AU,46.8,overcast clouds,-37.8333,140.7667,The Commodore
670,Helong,CN,47.86,overcast clouds,42.5397,128.9972,Helong Hotel
671,Nenjiang,CN,50.29,scattered clouds,49.1833,125.2167,Nenjiang Apartment
673,George,ZA,54.12,broken clouds,-33.963,22.4617,Protea Hotel by Marriott George King George
674,Jinchang,CN,62.37,moderate rain,38.4953,102.1739,Mingshihui Jinchang International Hotel
675,Nsanje,MW,61.88,scattered clouds,-16.92,35.262,Nsanje Discovery Lodge
676,Parkes,AU,44.35,overcast clouds,-33.1333,148.1833,Station Motel
677,Bardiyah,LY,73.56,clear sky,31.7561,25.0865,بورتو بردية
678,Yatou,CN,65.91,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
679,Tiszabo,HU,75.24,few clouds,47.3,20.4833,Nagy Vendégházak
680,Alta Gracia,AR,59.88,few clouds,-31.6529,-64.4283,Hotel Ritz
681,Kita,ML,95.25,overcast clouds,13.0349,-9.4895,Hôtel Chat Rouge
682,Vitim,RU,52.81,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
683,Vangaindrano,MG,67.39,light rain,-23.35,47.6,Hotel Fanilo
684,Palmeira,BR,55.6,overcast clouds,-25.4294,-50.0064,Hotel Vereda
685,Karratha,AU,63.75,clear sky,-20.7377,116.8463,ibis Styles Karratha
686,Kamina,CD,64.35,overcast clouds,-8.7386,24.9906,Guest House Florvia
688,Lircay,PE,54.97,broken clouds,-12.9896,-74.7205,Recreo Hospedaje correito
689,Coari,BR,81.68,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
690,Nakamura,JP,60.64,clear sky,32.9833,132.9333,Hotel Crown Hills Nakamura
691,Phangnga,TH,80.64,broken clouds,8.4509,98.5298,Sunimit Mansion
692,Kaeo,NZ,55.33,scattered clouds,-35.1,173.7833,Bushido Lodge
693,Maniitsoq,GL,41.74,clear sky,65.4167,-52.9,Hotel Heilmann Lyberth
695,Dubai,AE,85.21,clear sky,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
697,Boden,SE,53.6,moderate rain,65.8252,21.6886,Quality Hotel Bodensia
699,Royan,FR,70.83,clear sky,45.6285,-1.0281,CERISE Royan - Le Grand Hôtel de la Plage
700,Vada,NL,63.34,overcast clouds,51.97,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
702,Sitka,US,64.56,overcast clouds,57.0531,-135.33,Westmark Sitka
703,Simao,CN,63.64,overcast clouds,22.7886,100.9748,Changyu Hotel
704,Spruce Grove,CA,68.97,clear sky,53.5334,-113.9187,Travelodge by Wyndham Stony Plain
705,Honningsvag,NO,55.15,few clouds,70.9821,25.9704,Nordkapp Vandrerhjem
706,Vizinga,RU,58.87,scattered clouds,61.0749,50.1031,"Gostinitsa ""Nadezhda"""
707,Zemio,CF,72.41,light rain,5.0314,25.1361,OCHA Office
708,Mountrath,IE,54.45,overcast clouds,52.9989,-7.4728,Conlan House
709,Bandikui,IN,97.75,broken clouds,27.05,76.5667,Mudgal's Paradise (Ravi Mudgal)
710,Bud,US,76.98,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
712,Tete,MZ,67.15,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
713,Aksaray,TR,71.58,clear sky,38.3726,34.0254,Kuzucular Park Hotel
714,Yambio,SS,68.59,broken clouds,4.5721,28.3955,Naivasha Hotel
715,Mingaora,PK,71.78,clear sky,34.7758,72.3625,Burj Al Swat
716,Muniz Freire,BR,78.85,clear sky,-20.4642,-41.4131,Hotel Almeida
